ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_HORASSEMANATRABAJA,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CARACTER,COLE_AREA_UBICACION,PUNT_MATEMATICAS,PUNT_INGLES,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,PUNT_GLOBAL
F,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,43.0,36.0,45.0,45.0,35.0,208.0
M,VALLE,Educación profesional incompleta,Educación profesional completa,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,48.0,47.0,49.0,45.0,53.0,243.0
M,VALLE,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,53.0,63.0,53.0,55.0,48.0,265.0
F,VALLE,No sabe,Secundaria (Bachillerato) completa,Estrato 3,1 a 2,Si,No,26 A 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,66.0,66.0,64.0,66.0,62.0,323.0
F,MAGDALENA,Ninguno,Ninguno,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,35.0,43.0,42.0,49.0,27.0,193.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,Más de 30 horas,1 o 2 veces por semana,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,44.0,45.0,36.0,37.0,202.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,77.0,66.0,71.0,76.0,68.0,362.0
F,VALLE,Secundaria (Bachillerato) incompleta,Educación profesional completa,Estrato 1,1 a 2,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41.0,43.0,49.0,50.0,53.0,239.0
M,MAGDALENA,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,Si,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,69.0,70.0,68.0,68.0,65.0,338.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Primaria completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,70.0,62.0,68.0,69.0,62.0,334.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,46.0,41.0,48.0,44.0,41.0,222.0
F,MAGDALENA,Primaria completa,Primaria completa,Estrato 1,9 o más,No,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,43.0,41.0,38.0,37.0,37.0,195.0
M,TOLIMA,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 3,5 a 6,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,54.0,39.0,47.0,43.0,34.0,220.0
M,TOLIMA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,64.0,51.0,57.0,53.0,53.0,282.0
F,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,50.0,44.0,45.0,46.0,44.0,230.0
F,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,47.0,53.0,48.0,39.0,35.0,215.0
M,MAGDALENA,Educación profesional completa,Postgrado,Estrato 4,1 a 2,Si,No,26 A 100 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,59.0,72.0,64.0,68.0,55.0,312.0
F,TOLIMA,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,52.0,41.0,45.0,47.0,43.0,232.0
F,VALLE,Educación profesional completa,Educación profesional completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,NOCHE,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,42.0,44.0,38.0,52.0,34.0,208.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,No,No,11 A 25 LIBROS,Entre 11 y 20 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,26.0,32.0,32.0,35.0,30.0,154.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,1 a 2,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,37.0,38.0,42.0,55.0,41.0,217.0
F,VALLE,Ninguno,Primaria completa,Sin Estrato,1 a 2,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,38.0,34.0,42.0,43.0,34.0,194.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,75.0,59.0,63.0,54.0,301.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,49.0,39.0,40.0,54.0,43.0,230.0
F,MAGDALENA,Primaria incompleta,Técnica o tecnológica completa,Estrato 3,3 a 4,Si,Si,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,62.0,57.0,56.0,58.0,54.0,287.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,33.0,44.0,55.0,44.0,232.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,Si,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,60.0,54.0,59.0,58.0,49.0,282.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,RURAL,52.0,53.0,44.0,56.0,57.0,262.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Nunca o rara vez comemos eso,UNICA,MIXTO,OFICIAL,TÉCNICO,RURAL,59.0,58.0,48.0,75.0,58.0,299.0
M,VALLE,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 4,5 a 6,Si,No,26 A 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,55.0,58.0,53.0,55.0,43.0,260.0
M,VALLE,No sabe,Técnica o tecnológica incompleta,Estrato 3,5 a 6,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,34.0,42.0,37.0,43.0,36.0,189.0
M,VALLE,Ninguno,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,53.0,54.0,52.0,53.0,51.0,262.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,SABATINA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,51.0,44.0,32.0,54.0,39.0,220.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,NOCHE,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,34.0,34.0,39.0,50.0,34.0,194.0
F,MAGDALENA,Primaria incompleta,Secundaria (Bachillerato) incompleta,Sin Estrato,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,54.0,46.0,55.0,53.0,51.0,263.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,26 A 100 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,45.0,51.0,48.0,56.0,50.0,249.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,43.0,55.0,44.0,43.0,46.0,224.0
F,VALLE,Primaria incompleta,Primaria completa,Estrato 2,3 a 4,No,No,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,54.0,56.0,58.0,56.0,58.0,282.0
F,MAGDALENA,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,33.0,43.0,44.0,38.0,43.0,199.0
F,TOLIMA,Educación profesional incompleta,Educación profesional completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,42.0,48.0,43.0,54.0,28.0,211.0
F,TOLIMA,No sabe,No sabe,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,3 a 5 veces por semana,SABATINA,MIXTO,OFICIAL,ACADÉMICO,URBANO,27.0,33.0,34.0,32.0,26.0,150.0
F,TOLIMA,Secundaria (Bachillerato) incompleta,Educación profesional completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,71.0,81.0,72.0,71.0,72.0,361.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,35.0,34.0,33.0,32.0,34.0,168.0
M,MAGDALENA,Primaria incompleta,Educación profesional incompleta,Estrato 2,7 a 8,Si,No,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,31.0,47.0,42.0,50.0,47.0,214.0
F,MAGDALENA,Ninguno,Primaria incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,54.0,55.0,53.0,55.0,54.0,270.0
F,TOLIMA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,40.0,42.0,35.0,43.0,40.0,198.0
F,TOLIMA,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,50.0,33.0,49.0,49.0,38.0,227.0
F,TOLIMA,Primaria incompleta,Primaria incompleta,Estrato 1,7 a 8,No,Si,0 A 10 LIBROS,Entre 11 y 20 horas,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,46.0,37.0,45.0,54.0,42.0,230.0
M,VALLE,Educación profesional completa,Educación profesional completa,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,69.0,61.0,56.0,68.0,68.0,325.0
F,VALLE,Primaria incompleta,Técnica o tecnológica incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44.0,34.0,48.0,48.0,37.0,217.0
F,VALLE,Educación profesional completa,Primaria completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,48.0,37.0,39.0,47.0,40.0,215.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,9 o más,No,No,0 A 10 LIBROS,Más de 30 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,36.0,34.0,40.0,38.0,29.0,178.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,36.0,44.0,52.0,36.0,215.0
F,VALLE,Primaria incompleta,Primaria incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27.0,49.0,50.0,60.0,48.0,232.0
M,MAGDALENA,Secundaria (Bachillerato) incompleta,Educación profesional completa,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,42.0,38.0,38.0,51.0,39.0,211.0
M,VALLE,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,67.0,58.0,57.0,54.0,55.0,291.0
M,MAGDALENA,Técnica o tecnológica incompleta,Primaria completa,Estrato 3,5 a 6,Si,Si,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,50.0,38.0,44.0,39.0,35.0,208.0
F,MAGDALENA,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,52.0,52.0,47.0,41.0,230.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,No,No,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,37.0,32.0,33.0,42.0,44.0,192.0
M,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 5,3 a 4,Si,No,11 A 25 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,45.0,38.0,42.0,38.0,23.0,185.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,45.0,47.0,48.0,43.0,231.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,7 a 8,Si,Si,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,44.0,38.0,47.0,43.0,213.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,Si,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,34.0,42.0,40.0,39.0,21.0,171.0
M,VALLE,No sabe,No sabe,Estrato 3,3 a 4,Si,No,26 A 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,56.0,80.0,67.0,65.0,62.0,319.0
F,VALLE,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,46.0,55.0,49.0,55.0,53.0,255.0
M,VALLE,Técnica o tecnológica incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,3 a 4,Si,Si,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,40.0,60.0,39.0,47.0,32.0,205.0
M,VALLE,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 2,5 a 6,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,66.0,57.0,65.0,64.0,65.0,322.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,32.0,31.0,31.0,44.0,33.0,173.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,18.0,37.0,39.0,37.0,29.0,156.0
M,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 3,5 a 6,Si,No,26 A 100 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,62.0,65.0,59.0,61.0,307.0
F,VALLE,No sabe,Ninguno,Estrato 2,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,42.0,34.0,45.0,47.0,37.0,210.0
F,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,68.0,53.0,63.0,62.0,60.0,312.0
F,TOLIMA,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,57.0,52.0,57.0,56.0,50.0,274.0
M,TOLIMA,No sabe,Técnica o tecnológica incompleta,Estrato 2,9 o más,Si,Si,26 A 100 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,60.0,49.0,58.0,56.0,46.0,273.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,Si,MÁS DE 100 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,44.0,50.0,43.0,49.0,44.0,227.0
F,VALLE,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 1,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,50.0,39.0,52.0,50.0,48.0,246.0
F,MAGDALENA,Educación profesional completa,Educación profesional completa,Estrato 1,3 a 4,Si,No,MÁS DE 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,38.0,40.0,46.0,39.0,32.0,194.0
M,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,Si,11 A 25 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,57.0,60.0,56.0,50.0,50.0,269.0
M,TOLIMA,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,Estrato 1,1 a 2,Si,No,26 A 100 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,NOCHE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,46.0,63.0,55.0,53.0,38.0,246.0
M,TOLIMA,No sabe,Secundaria (Bachillerato) completa,Estrato 3,1 a 2,Si,Si,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,60.0,70.0,60.0,68.0,71.0,326.0
M,TOLIMA,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 5,3 a 4,Si,Si,26 A 100 LIBROS,Entre 21 y 30 horas,Todos o casi todos los días,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,58.0,71.0,51.0,66.0,45.0,281.0
F,TOLIMA,Educación profesional completa,Educación profesional completa,Estrato 6,3 a 4,Si,Si,MÁS DE 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,53.0,68.0,60.0,67.0,62.0,305.0
F,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,1 a 2,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,45.0,52.0,49.0,53.0,36.0,231.0
M,TOLIMA,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 1,1 a 2,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,38.0,39.0,39.0,49.0,38.0,204.0
M,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,SABATINA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,47.0,42.0,43.0,44.0,37.0,213.0
M,TOLIMA,Educación profesional completa,Técnica o tecnológica completa,Estrato 3,5 a 6,Si,No,MÁS DE 100 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,SABATINA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,59.0,58.0,54.0,59.0,52.0,281.0
M,TOLIMA,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,45.0,40.0,46.0,48.0,45.0,228.0
